question,truth
20196_clueweb09-en0004-87-17212,1
20300_clueweb09-en0009-33-92222,3
20170_clueweb09-en0005-93-39514,0
20022_clueweb09-en0009-33-5110,3
20832_clueweb09-en0011-55-06182,1
20152_clueweb09-enwp00-99-05088,2
20034_clueweb09-en0009-33-1713,3
20008_clueweb09-en0000-44-08413,0
20398_clueweb09-en0008-59-08821,0
20296_clueweb09-enwp01-11-01822,2
20384_clueweb09-en0010-52-08079,2
20232_clueweb09-en0001-77-33507,0
20374_clueweb09-en0011-59-18714,1
20254_clueweb09-en0009-33-57202,3
20642_clueweb09-en0000-44-08893,1
20480_clueweb09-en0009-33-35792,3
20508_clueweb09-enwp00-45-10640,2
20508_clueweb09-enwp00-45-10641,2
20232_clueweb09-en0009-33-16892,3
20196_clueweb09-en0002-82-05128,1
20976_clueweb09-en0003-09-22557,1
20584_clueweb09-enwp00-34-20871,2
20508_clueweb09-en0008-58-12616,0
20214_clueweb09-en0009-03-36671,1
20228_clueweb09-en0007-79-39026,1
20962_clueweb09-en0009-33-54802,3
20814_clueweb09-en0003-64-25797,2
20022_clueweb09-enwp03-01-04436,2
20170_clueweb09-enwp00-65-00854,1
20180_clueweb09-en0003-82-29162,0
20636_clueweb09-en0009-33-77552,3
20244_clueweb09-enwp01-36-07214,0
20384_clueweb09-en0000-87-34014,0
20202_clueweb09-en0009-33-55052,3
20102_clueweb09-en0004-65-06183,0
20042_clueweb09-en0005-31-10650,0
20176_clueweb09-en0009-45-25270,0
20398_clueweb09-en0001-46-32018,1
20036_clueweb09-enwp01-38-22194,2
20528_clueweb09-en0009-33-40952,3
20814_clueweb09-en0010-57-36720,0
20778_clueweb09-en0000-90-12714,0
20686_clueweb09-en0009-33-97712,3
20206_clueweb09-en0009-33-86722,3
20696_clueweb09-en0001-56-13075,0
20780_clueweb09-en0007-55-02901,0
20296_clueweb09-en0009-33-15242,3
20050_clueweb09-en0008-02-30011,0
20102_clueweb09-en0006-26-16942,0
20026_clueweb09-en0000-09-08859,1
20704_clueweb09-en0001-36-17515,0
20996_clueweb09-en0009-33-32672,3
20050_clueweb09-en0004-73-33928,1
20008_clueweb09-en0005-78-12829,0
20102_clueweb09-enwp01-07-07433,2
20764_clueweb09-en0003-54-02873,0
20420_clueweb09-en0009-33-38502,3
20644_clueweb09-en0009-33-55352,3
20244_clueweb09-en0003-23-20512,0
20048_clueweb09-en0000-66-00494,0
20160_clueweb09-en0009-33-07142,3
20922_clueweb09-en0004-34-13222,1
20636_clueweb09-enwp02-27-03562,2
20152_clueweb09-enwp01-37-11347,0
20984_clueweb09-en0009-33-55352,3
20340_clueweb09-en0009-33-89912,3
20300_clueweb09-en0009-33-33962,3
20832_clueweb09-en0011-55-06342,2
20644_clueweb09-en0010-39-27672,0
20932_clueweb09-en0009-33-92202,3
20036_clueweb09-en0009-33-28852,3
20446_clueweb09-en0009-33-01382,3
20006_clueweb09-enwp00-99-12978,1
20206_clueweb09-en0000-61-33300,0
20812_clueweb09-en0003-07-27459,0
20814_clueweb09-en0004-04-24080,0
20956_clueweb09-en0009-33-14612,3
20180_clueweb09-en0002-98-05205,0
20076_clueweb09-en0008-75-21224,1
20008_clueweb09-en0005-51-24459,2
20764_clueweb09-enwp00-54-19590,0
20528_clueweb09-en0009-33-62652,3
20180_clueweb09-en0000-16-00014,0
20044_clueweb09-enwp00-14-16598,2
20202_clueweb09-en0001-94-14248,0
20384_clueweb09-en0005-34-07382,2
20642_clueweb09-en0009-33-55352,3
20780_clueweb09-en0003-54-16063,0
20972_clueweb09-en0009-44-06593,0
20714_clueweb09-en0003-28-11482,0
20050_clueweb09-en0009-97-04304,0
20224_clueweb09-en0006-96-01064,1
20186_clueweb09-en0005-18-39445,0
20916_clueweb09-en0009-33-04262,3
20040_clueweb09-en0009-94-03708,2
20010_clueweb09-en0008-66-06215,2
20484_clueweb09-en0010-44-17714,2
20446_clueweb09-en0009-33-08552,3
20598_clueweb09-enwp02-22-15373,1
20636_clueweb09-en0009-33-72192,3
20352_clueweb09-en0004-37-01460,0
20022_clueweb09-enwp00-81-08463,2
20584_clueweb09-en0009-50-41163,2
20398_clueweb09-enwp00-41-24543,1
20424_clueweb09-en0009-33-96472,3
20170_clueweb09-en0009-33-67132,3
20696_clueweb09-en0009-33-06182,3
20176_clueweb09-en0010-82-17700,2
20686_clueweb09-en0007-01-40620,0
20160_clueweb09-en0004-25-06757,1
20986_clueweb09-en0000-33-06728,2
20308_clueweb09-en0004-02-27549,0
20642_clueweb09-en0005-36-45695,0
20764_clueweb09-enwp00-73-02627,1
20232_clueweb09-en0011-09-00328,0
20232_clueweb09-enwp00-49-04383,0
20026_clueweb09-en0008-08-14534,0
20042_clueweb09-en0002-42-21048,0
20012_clueweb09-en0007-39-24332,2
20374_clueweb09-enwp00-70-09340,2
20780_clueweb09-en0004-95-13822,0
20956_clueweb09-en0009-33-17242,3
20042_clueweb09-en0003-07-27317,0
20916_clueweb09-en0010-79-28247,1
20976_clueweb09-en0003-41-25532,0
20642_clueweb09-en0009-33-05342,3
20686_clueweb09-en0009-33-02892,3
20984_clueweb09-en0010-27-00341,0
20972_clueweb09-en0000-79-40603,1
20330_clueweb09-en0009-21-06413,0
20488_clueweb09-en0009-33-45162,3
20642_clueweb09-en0007-22-15212,2
20044_clueweb09-en0006-84-32964,2
20308_clueweb09-enwp02-24-19892,1
20528_clueweb09-en0007-40-06699,0
20642_clueweb09-en0006-18-35514,1
20598_clueweb09-enwp01-39-06589,1
20916_clueweb09-en0009-33-53802,3
20642_clueweb09-en0004-98-04919,0
20144_clueweb09-en0004-41-05774,0
20352_clueweb09-en0006-18-26054,2
20780_clueweb09-en0009-33-55352,3
20488_clueweb09-enwp03-37-07071,0
20038_clueweb09-en0000-82-20850,0
20224_clueweb09-en0009-80-05549,0
20480_clueweb09-en0010-71-18145,2
20480_clueweb09-en0010-71-18146,0
20958_clueweb09-en0010-91-31021,1
20484_clueweb09-en0009-33-84112,3
20206_clueweb09-en0009-33-58232,3
20038_clueweb09-en0000-42-06598,0
20270_clueweb09-enwp02-13-05119,2
20296_clueweb09-en0009-33-07862,3
20584_clueweb09-en0000-81-11163,2
20374_clueweb09-en0008-17-17896,0
20180_clueweb09-en0000-10-16444,0
20064_clueweb09-enwp03-21-08180,0
20004_clueweb09-en0009-33-16132,3
20916_clueweb09-en0005-17-04123,0
20026_clueweb09-en0009-33-55352,3
20832_clueweb09-en0003-40-18069,0
20206_clueweb09-en0000-61-33297,0
20488_clueweb09-en0002-40-05614,0
20202_clueweb09-en0008-73-35348,0
20296_clueweb09-en0001-22-30481,1
20636_clueweb09-en0009-33-05822,3
20180_clueweb09-enwp00-85-01722,0
20696_clueweb09-en0009-33-75932,3
20002_clueweb09-en0006-85-33180,2
20956_clueweb09-en0006-35-05878,0
20034_clueweb09-enwp01-39-01498,2
20010_clueweb09-en0005-08-29724,2
20010_clueweb09-en0005-08-29726,2
20038_clueweb09-en0001-19-27388,0
20010_clueweb09-en0005-08-29722,2
20010_clueweb09-en0005-08-29723,2
20034_clueweb09-enwp03-06-21690,2
20956_clueweb09-en0009-33-83592,3
20352_clueweb09-en0009-33-52842,3
20424_clueweb09-en0000-93-05786,1
20038_clueweb09-en0000-33-00000,0
20812_clueweb09-en0009-20-23556,1
20696_clueweb09-en0010-69-11045,0
20416_clueweb09-en0009-58-32749,2
20032_clueweb09-enwp02-30-17444,2
20308_clueweb09-en0001-29-14812,0
20972_clueweb09-en0003-49-30622,0
20440_clueweb09-en0009-33-18822,3
20152_clueweb09-en0006-32-13849,1
20038_clueweb09-en0001-25-04383,2
20488_clueweb09-en0009-33-27802,3
20014_clueweb09-enwp00-16-18468,2
20398_clueweb09-enwp02-26-05164,1
20112_clueweb09-enwp02-14-14436,2
20196_clueweb09-en0004-52-26003,0
20296_clueweb09-enwp01-40-03001,2
20766_clueweb09-en0011-89-23943,1
20214_clueweb09-en0009-33-71552,3
20976_clueweb09-en0009-33-16892,3
20420_clueweb09-en0010-89-32136,0
20010_clueweb09-en0004-58-21413,2
20214_clueweb09-en0000-54-09785,1
20034_clueweb09-en0000-94-14258,2
20036_clueweb09-enwp01-34-13728,2
20780_clueweb09-enwp01-80-20038,0
20270_clueweb09-en0010-40-30993,1
20986_clueweb09-en0009-33-11023,0
20932_clueweb09-en0003-51-19758,0
20686_clueweb09-en0009-33-30822,3
20290_clueweb09-en0010-05-23233,1
20352_clueweb09-en0009-33-76952,3
20102_clueweb09-en0000-76-13324,0
20932_clueweb09-en0009-33-93592,3
20644_clueweb09-enwp00-76-23439,0
20046_clueweb09-enwp00-00-14445,2
20696_clueweb09-en0007-57-11957,0
20932_clueweb09-en0009-33-65762,3
20206_clueweb09-en0000-62-08481,0
20412_clueweb09-en0009-33-50092,3
20986_clueweb09-en0004-15-27246,2
20766_clueweb09-en0006-77-18063,0
20024_clueweb09-en0000-40-14370,2
20290_clueweb09-en0009-33-51762,3
20996_clueweb09-en0009-33-15182,3
20006_clueweb09-en0010-71-01491,1
20910_clueweb09-en0003-44-13685,2
20440_clueweb09-en0008-36-00338,0
20584_clueweb09-en0011-79-05518,1
20036_clueweb09-enwp01-52-08571,2
20420_clueweb09-en0002-05-23235,0
20584_clueweb09-en0008-38-13162,0
20446_clueweb09-enwp00-06-10017,1
20694_clueweb09-en0002-90-00435,0
20686_clueweb09-en0009-33-29912,3
20180_clueweb09-en0000-67-10479,0
20176_clueweb09-en0009-33-61312,3
20542_clueweb09-en0002-74-25816,1
20014_clueweb09-en0004-21-09258,2
20780_clueweb09-en0011-62-14817,0
20232_clueweb09-en0006-27-24797,0
20206_clueweb09-en0009-15-16403,1
20644_clueweb09-en0005-88-11228,2
20976_clueweb09-en0005-76-06473,0
20018_clueweb09-en0006-51-23217,2
20956_clueweb09-en0009-33-19542,3
20996_clueweb09-en0007-11-30630,1
20416_clueweb09-en0009-58-32755,1
20374_clueweb09-en0000-23-19332,1
20972_clueweb09-enwp01-57-15610,2
20244_clueweb09-enwp00-98-13552,0
20962_clueweb09-en0003-33-23246,0
20032_clueweb09-en0008-19-06762,2
20584_clueweb09-en0007-75-20753,0
20112_clueweb09-enwp03-10-16102,0
20036_clueweb09-en0006-84-10026,2
20412_clueweb09-en0006-60-16416,1
20446_clueweb09-en0009-33-93972,3
20636_clueweb09-enwp00-65-05040,1
20034_clueweb09-en0005-49-14124,2
20958_clueweb09-en0009-33-54342,3
20480_clueweb09-en0007-32-32862,1
20932_clueweb09-en0009-33-72262,3
20228_clueweb09-en0009-33-07052,3
20686_clueweb09-en0003-61-25862,0
20170_clueweb09-en0005-30-34366,1
20778_clueweb09-enwp01-24-10899,0
20076_clueweb09-en0007-48-31724,1
20584_clueweb09-enwp00-01-19902,2
20686_clueweb09-en0005-80-02555,0
20036_clueweb09-en0002-49-15118,0
20144_clueweb09-en0009-33-07142,3
20686_clueweb09-en0009-33-28132,3
20018_clueweb09-en0009-33-0732,3
20644_clueweb09-en0009-33-01702,3
20112_clueweb09-en0009-33-85102,3
20508_clueweb09-en0004-24-29933,1
20542_clueweb09-en0003-04-17786,0
20976_clueweb09-en0009-33-54962,3
20686_clueweb09-en0005-69-32267,0
20812_clueweb09-en0001-18-31893,0
20032_clueweb09-en0009-05-10136,2
20064_clueweb09-enwp02-22-19118,2
20910_clueweb09-enwp02-29-09614,0
20636_clueweb09-en0006-01-15562,1
20038_clueweb09-enwp00-96-06746,2
20040_clueweb09-en0005-53-38385,2
20064_clueweb09-en0009-98-26557,1
20972_clueweb09-en0008-43-33889,0
20206_clueweb09-en0005-44-05408,1
20030_clueweb09-en0009-21-36776,2
20778_clueweb09-enwp00-88-23246,1
20686_clueweb09-en0005-33-15927,2
20508_clueweb09-en0009-71-23797,0
20766_clueweb09-en0000-98-01182,0
20022_clueweb09-en0002-55-06729,2
20300_clueweb09-en0008-52-17283,2
20374_clueweb09-enwp02-11-00825,0
20420_clueweb09-en0009-33-01692,3
20636_clueweb09-en0010-84-03725,0
20690_clueweb09-en0001-47-11391,1
20332_clueweb09-en0003-58-24898,1
20696_clueweb09-en0008-58-31617,1
20986_clueweb09-en0005-54-03301,0
20374_clueweb09-en0000-00-00000,0
20910_clueweb09-en0001-61-18875,1
20446_clueweb09-en0009-33-06072,3
20112_clueweb09-en0009-33-45342,3
20300_clueweb09-en0009-33-66262,3
20144_clueweb09-en0003-03-14514,0
20244_clueweb09-enwp01-25-01119,1
20160_clueweb09-en0011-82-32849,1
20330_clueweb09-en0007-88-17611,2
20244_clueweb09-enwp02-24-07707,0
20696_clueweb09-en0000-10-13052,0
20910_clueweb09-en0004-02-22816,1
20028_clueweb09-enwp00-39-05051,2
20016_clueweb09-en0000-04-14301,2
20024_clueweb09-en0009-21-30033,2
20270_clueweb09-en0007-83-13434,0
20036_clueweb09-en0003-90-11575,2
20112_clueweb09-en0006-52-38053,1
20228_clueweb09-en0011-38-18524,0
20584_clueweb09-en0007-13-14448,0
20010_clueweb09-en0005-08-29706,1
20008_clueweb09-enwp01-80-15167,2
20488_clueweb09-en0002-91-06412,0
20812_clueweb09-en0011-12-43065,1
20180_clueweb09-en0007-33-33046,1
20042_clueweb09-enwp01-32-17956,1
20112_clueweb09-enwp00-82-22409,0
20416_clueweb09-en0009-27-33672,2
20330_clueweb09-enwp00-09-01978,1
20446_clueweb09-en0005-56-33061,1
20690_clueweb09-en0005-13-15046,2
20006_clueweb09-en0008-72-25615,2
20006_clueweb09-en0008-72-25616,2
20030_clueweb09-en0010-54-34542,2
20064_clueweb09-enwp02-23-17118,2
20584_clueweb09-en0004-41-04817,0
20484_clueweb09-en0007-66-15664,1
20528_clueweb09-en0009-33-47942,3
20584_clueweb09-en0006-04-37660,1
20012_clueweb09-en0009-00-17769,2
20530_clueweb09-en0003-82-12736,1
20962_clueweb09-en0006-36-17885,2
20170_clueweb09-en0009-11-07909,0
20686_clueweb09-en0009-33-36482,3
20598_clueweb09-enwp03-38-09190,0
20028_clueweb09-enwp01-25-01447,2
20036_clueweb09-en0005-75-31867,1
20042_clueweb09-en0007-19-11001,0
20176_clueweb09-en0009-33-76522,3
20690_clueweb09-enwp01-43-23419,1
20440_clueweb09-en0009-33-24042,3
20026_clueweb09-enwp01-23-08760,0
20910_clueweb09-en0002-12-04115,1
20764_clueweb09-enwp02-13-18056,0
20290_clueweb09-en0001-53-04819,1
20290_clueweb09-en0001-53-04818,1
20584_clueweb09-enwp00-03-20157,2
20290_clueweb09-en0001-53-04815,2
20290_clueweb09-en0001-53-04817,1
20290_clueweb09-en0001-53-04816,1
20290_clueweb09-en0001-53-04811,1
20290_clueweb09-en0001-53-04812,1
20598_clueweb09-en0009-33-01122,3
20696_clueweb09-en0002-91-07875,0
20170_clueweb09-en0009-33-59812,3
20022_clueweb09-en0009-33-4634,3
20814_clueweb09-en0001-23-17065,0
20814_clueweb09-en0001-23-17063,0
20412_clueweb09-en0009-33-91612,3
20922_clueweb09-en0010-84-10297,0
20956_clueweb09-en0009-33-35302,3
20542_clueweb09-en0009-33-36512,3
20424_clueweb09-en0009-33-87952,3
20598_clueweb09-enwp01-65-03866,0
20170_clueweb09-en0009-56-02111,1
20440_clueweb09-en0008-36-00352,0
20176_clueweb09-en0009-33-61292,3
20778_clueweb09-en0011-29-10611,0
20696_clueweb09-en0009-35-04160,0
20932_clueweb09-en0009-33-90202,3
20300_clueweb09-en0003-89-24944,0
20300_clueweb09-en0003-89-24942,0
20300_clueweb09-en0003-89-24943,0
20298_clueweb09-en0000-59-13052,1
20542_clueweb09-en0001-95-03190,0
20636_clueweb09-en0000-03-00292,0
20112_clueweb09-enwp00-30-12340,2
20034_clueweb09-en0006-04-31778,2
20102_clueweb09-enwp01-40-07710,1
20036_clueweb09-enwp00-87-03774,2
20036_clueweb09-enwp00-87-03800,2
20958_clueweb09-enwp01-30-03044,0
20202_clueweb09-en0007-48-19919,0
20832_clueweb09-en0011-55-06355,1
20152_clueweb09-en0001-25-10385,0
20484_clueweb09-en0003-79-11070,0
20308_clueweb09-en0009-33-86792,3
20160_clueweb09-en0010-72-27220,0
20228_clueweb09-en0009-33-57262,3
20228_clueweb09-en0007-79-39213,0
20300_clueweb09-en0005-08-37260,2
20040_clueweb09-en0004-31-27007,2
20040_clueweb09-en0004-31-27006,2
20972_clueweb09-en0001-30-31247,0
20040_clueweb09-en0004-31-27008,2
20972_clueweb09-en0000-63-16345,0
20112_clueweb09-enwp03-24-00073,0
20446_clueweb09-en0009-33-16292,3
20254_clueweb09-enwp02-07-01799,2
20160_clueweb09-en0009-33-21842,3
20598_clueweb09-enwp01-62-23389,2
20102_clueweb09-en0002-01-15904,0
20384_clueweb09-en0011-83-25449,2
20332_clueweb09-en0009-33-55352,3
20508_clueweb09-en0006-58-18729,0
20690_clueweb09-en0009-45-34391,0
20690_clueweb09-en0009-45-34394,1
20764_clueweb09-en0000-38-08262,0
20298_clueweb09-en0004-17-25069,1
20330_clueweb09-en0007-00-03241,1
20922_clueweb09-en0009-15-06716,1
20152_clueweb09-en0011-98-15375,1
20026_clueweb09-en0000-04-01322,1
20598_clueweb09-enwp03-35-10471,0
20022_clueweb09-en0007-60-23664,2
20254_clueweb09-enwp00-47-13596,0
20024_clueweb09-en0009-33-05252,3
20714_clueweb09-en0009-33-95772,3
20972_clueweb09-enwp02-00-14562,1
20042_clueweb09-en0001-68-31791,0
20690_clueweb09-en0006-52-15042,0
20064_clueweb09-en0009-56-34158,1
20986_clueweb09-en0006-88-08028,1
20254_clueweb09-en0009-33-32162,3
20160_clueweb09-en0007-83-05092,1
20446_clueweb09-en0009-33-98562,3
20180_clueweb09-en0007-46-02055,0
20006_clueweb09-en0009-33-55352,3
20480_clueweb09-en0005-88-17305,0
20008_clueweb09-en0009-33-92872,3
20180_clueweb09-en0002-26-08939,0
20420_clueweb09-en0004-37-01995,0
20048_clueweb09-en0000-82-20922,0
20202_clueweb09-en0009-33-13522,3
20488_clueweb09-en0009-33-42182,3
20170_clueweb09-en0010-33-20490,1
20170_clueweb09-en0010-33-20491,0
20076_clueweb09-en0004-48-36210,0
20956_clueweb09-en0000-19-04765,0
20484_clueweb09-en0009-33-50882,3
20152_clueweb09-en0008-83-11928,0
20440_clueweb09-en0009-33-46502,3
20696_clueweb09-en0009-33-55352,3
20778_clueweb09-en0009-33-42532,3
20038_clueweb09-en0006-70-33545,2
20046_clueweb09-en0009-33-5817,3
20374_clueweb09-en0007-25-05340,0
20224_clueweb09-en0002-02-25403,0
20962_clueweb09-en0009-33-70222,3
20144_clueweb09-en0003-22-12888,0
20298_clueweb09-en0009-33-69862,3
20686_clueweb09-en0009-33-86822,3
20416_clueweb09-en0011-26-07671,1
20064_clueweb09-enwp00-31-05549,1
20416_clueweb09-en0011-26-07672,2
20176_clueweb09-en0001-59-04848,1
20480_clueweb09-en0001-64-06417,2
20036_clueweb09-en0000-01-24873,1
20910_clueweb09-en0009-33-55352,3
20016_clueweb09-en0009-33-9158,3
20416_clueweb09-en0007-25-24098,0
20340_clueweb09-enwp02-26-00953,1
20598_clueweb09-en0008-94-34766,2
20598_clueweb09-en0009-33-41372,3
20996_clueweb09-enwp01-69-11962,2
20922_clueweb09-en0001-64-08603,0
20416_clueweb09-en0001-25-03463,0
20814_clueweb09-en0004-67-01809,1
20384_clueweb09-en0009-33-55352,3
20910_clueweb09-en0007-12-19369,0
20112_clueweb09-en0009-33-86032,3
20160_clueweb09-enwp03-18-17186,0
20440_clueweb09-en0009-33-25082,3
20228_clueweb09-en0009-33-76242,3
20152_clueweb09-en0008-19-21942,0
20224_clueweb09-en0009-33-06122,3
20440_clueweb09-en0001-46-25921,1
20014_clueweb09-en0001-05-08174,2
20024_clueweb09-en0000-01-17139,1
20024_clueweb09-en0001-18-31953,0
20296_clueweb09-en0009-33-22992,3
20180_clueweb09-en0005-27-06782,2
20696_clueweb09-en0000-37-11915,2
20528_clueweb09-en0011-48-11112,1
20196_clueweb09-en0000-79-16067,0
20144_clueweb09-en0005-52-18313,0
20714_clueweb09-en0008-18-18208,1
20224_clueweb09-en0000-75-01728,1
20244_clueweb09-en0003-52-21444,0
20384_clueweb09-en0009-54-09314,0
20916_clueweb09-en0001-55-31680,0
20012_clueweb09-en0007-39-16542,2
20030_clueweb09-en0009-36-19732,2
20530_clueweb09-en0011-59-22159,0
20916_clueweb09-en0001-15-22359,0
20484_clueweb09-en0009-33-25642,3
20440_clueweb09-en0008-36-00356,0
20636_clueweb09-en0004-37-01659,0
20714_clueweb09-enwp03-36-12865,0
20832_clueweb09-en0006-33-07811,0
20102_clueweb09-en0009-33-54512,3
20956_clueweb09-en0009-33-23502,3
20488_clueweb09-en0006-24-01212,1
20270_clueweb09-en0002-97-05048,0
20598_clueweb09-en0011-10-04757,0
20290_clueweb09-en0005-75-15957,0
20412_clueweb09-en0009-32-36510,1
20332_clueweb09-en0009-33-25472,3
20528_clueweb09-en0009-33-01662,3
20644_clueweb09-en0010-39-27629,0
20584_clueweb09-enwp00-17-19758,2
20932_clueweb09-en0003-51-19571,2
20296_clueweb09-en0001-37-02673,0
20332_clueweb09-en0009-33-95982,3
20598_clueweb09-enwp00-43-15187,2
20374_clueweb09-en0005-39-02666,1
20778_clueweb09-enwp01-42-03018,0
20480_clueweb09-en0009-33-50522,3
20202_clueweb09-en0006-88-00380,1
20002_clueweb09-en0008-85-37761,2
20766_clueweb09-en0002-78-09262,0
20202_clueweb09-en0009-91-32588,0
20032_clueweb09-en0009-33-16872,3
20050_clueweb09-en0000-35-12461,1
20528_clueweb09-en0000-99-24312,0
20528_clueweb09-enwp01-57-03803,1
20300_clueweb09-en0001-08-26349,0
20186_clueweb09-en0010-39-27223,0
20446_clueweb09-en0009-33-05572,3
20424_clueweb09-en0007-55-37551,0
20340_clueweb09-en0009-14-20889,0
20424_clueweb09-en0009-33-03522,3
20488_clueweb09-en0009-33-71622,3
20714_clueweb09-en0004-25-41470,0
20812_clueweb09-en0006-79-18154,0
20254_clueweb09-en0011-46-12383,0
20224_clueweb09-en0004-45-22468,0
20176_clueweb09-en0001-59-04849,1
20022_clueweb09-en0003-78-06505,2
20004_clueweb09-en0009-33-46852,3
20196_clueweb09-enwp01-43-12498,0
20160_clueweb09-en0005-23-17702,0
20180_clueweb09-en0003-52-21499,0
20420_clueweb09-en0007-17-36629,2
20480_clueweb09-en0000-42-04907,0
20780_clueweb09-enwp01-12-01392,2
20832_clueweb09-en0011-55-06335,1
20814_clueweb09-en0004-67-01804,1
20958_clueweb09-en0003-27-06369,1
20780_clueweb09-en0001-53-28548,0
20910_clueweb09-en0009-33-32982,3
20144_clueweb09-en0009-33-20022,3
20152_clueweb09-en0000-00-00000,0
20916_clueweb09-en0003-79-07696,0
20214_clueweb09-en0000-67-15436,1
20714_clueweb09-en0010-94-15836,0
20446_clueweb09-en0009-33-23282,3
20196_clueweb09-en0009-33-41312,3
20014_clueweb09-enwp00-68-00450,2
20028_clueweb09-enwp01-49-04489,2
20102_clueweb09-en0000-47-16212,0
20986_clueweb09-en0000-94-04876,2
20484_clueweb09-en0003-13-14689,0
20300_clueweb09-en0009-33-14312,3
20332_clueweb09-en0009-33-87802,3
20300_clueweb09-en0009-33-49662,3
20214_clueweb09-en0009-33-89812,3
20984_clueweb09-enwp00-33-08811,0
20024_clueweb09-enwp01-20-18165,2
20224_clueweb09-en0004-45-32322,2
20484_clueweb09-en0009-33-93382,3
20956_clueweb09-en0006-43-16382,1
20778_clueweb09-en0011-29-10605,0
20112_clueweb09-en0006-37-22313,1
20686_clueweb09-en0009-33-37182,3
20686_clueweb09-en0005-34-36651,0
20958_clueweb09-en0008-84-05978,0
20298_clueweb09-en0009-46-30440,1
20778_clueweb09-en0009-33-72302,3
20004_clueweb09-en0003-78-11260,0
20922_clueweb09-en0002-84-06497,1
20028_clueweb09-en0009-33-8854,3
20032_clueweb09-en0009-33-77382,3
20778_clueweb09-en0009-33-26682,3
20064_clueweb09-en0009-39-03490,0
20530_clueweb09-en0009-33-55872,3
20996_clueweb09-en0009-60-35294,1
20420_clueweb09-en0009-33-20642,3
20026_clueweb09-en0008-18-07252,0
20228_clueweb09-en0002-02-25289,0
20480_clueweb09-en0001-32-29084,0
20170_clueweb09-en0010-33-20474,0
20064_clueweb09-enwp00-98-18796,2
20170_clueweb09-en0010-33-20470,2
20024_clueweb09-en0000-08-14886,1
20026_clueweb09-en0005-65-31815,1
20202_clueweb09-en0005-43-13308,0
20244_clueweb09-enwp03-13-09685,0
20340_clueweb09-en0009-14-24711,1
20340_clueweb09-en0009-14-24717,0
20916_clueweb09-enwp00-20-12817,2
20412_clueweb09-enwp00-39-08339,1
20584_clueweb09-enwp01-02-13368,2
20028_clueweb09-enwp00-93-23328,2
20160_clueweb09-en0007-15-38789,1
20228_clueweb09-en0009-33-30322,3
20330_clueweb09-enwp00-04-01966,1
20102_clueweb09-en0004-34-24405,1
20958_clueweb09-en0009-33-45222,3
20958_clueweb09-en0011-07-16332,0
20290_clueweb09-en0011-15-29861,0
20986_clueweb09-enwp01-36-11194,0
20026_clueweb09-en0000-32-03992,2
20144_clueweb09-enwp00-67-14816,1
20206_clueweb09-en0009-33-49922,3
20022_clueweb09-en0000-32-20380,2
20598_clueweb09-en0009-33-26782,3
20766_clueweb09-en0001-87-13712,1
20298_clueweb09-en0004-75-37216,1
20016_clueweb09-en0000-63-25474,2
20144_clueweb09-enwp02-23-08653,0
20186_clueweb09-en0005-09-16320,0
20642_clueweb09-en0005-25-04347,1
20704_clueweb09-enwp01-41-01574,0
20686_clueweb09-en0009-33-01752,3
20308_clueweb09-en0011-82-19754,1
20584_clueweb09-en0008-38-12998,0
20002_clueweb09-en0002-28-00025,2
20002_clueweb09-en0002-28-00027,2
20206_clueweb09-en0006-58-32336,0
20026_clueweb09-en0011-58-20029,0
20484_clueweb09-en0009-33-88222,3
20224_clueweb09-en0008-32-24210,0
20160_clueweb09-en0002-88-36501,1
20424_clueweb09-en0007-77-15377,0
20488_clueweb09-en0009-33-27432,3
20956_clueweb09-enwp02-06-17656,0
20330_clueweb09-en0005-96-09204,1
20270_clueweb09-en0010-79-29729,2
20696_clueweb09-en0009-33-95772,3
20186_clueweb09-en0007-48-31680,1
20814_clueweb09-en0005-46-39846,1
20048_clueweb09-en0010-13-11691,2
20686_clueweb09-en0009-33-66552,3
20196_clueweb09-en0009-33-14102,3
20024_clueweb09-en0002-72-24145,1
20642_clueweb09-en0001-72-15570,2
20006_clueweb09-enwp01-14-12836,2
20040_clueweb09-en0005-97-14711,2
20214_clueweb09-en0004-69-06666,0
20024_clueweb09-enwp00-52-24823,2
20644_clueweb09-en0005-96-07493,0
20016_clueweb09-en0006-02-39695,2
20996_clueweb09-en0009-33-49792,3
20972_clueweb09-enwp03-30-14611,0
20014_clueweb09-en0001-05-15944,2
20076_clueweb09-en0003-72-14060,0
20424_clueweb09-en0003-02-18229,2
20962_clueweb09-en0009-33-94752,3
20002_clueweb09-en0009-33-8213,3
20296_clueweb09-en0004-39-36048,0
20170_clueweb09-en0010-21-36265,0
20714_clueweb09-en0000-29-03049,0
20976_clueweb09-en0011-97-07848,0
20412_clueweb09-en0009-33-07532,3
20984_clueweb09-en0009-81-29113,0
20764_clueweb09-en0007-89-10668,0
20480_clueweb09-en0000-69-12287,0
20340_clueweb09-en0009-33-38312,3
20686_clueweb09-en0009-33-96152,3
20224_clueweb09-en0003-13-14999,0
20040_clueweb09-en0009-18-16723,2
20976_clueweb09-en0003-76-22444,1
20076_clueweb09-en0009-38-16806,0
20036_clueweb09-en0002-05-02107,0
20224_clueweb09-en0009-87-26336,0
20004_clueweb09-en0001-89-28016,0
20812_clueweb09-en0009-33-75252,3
20814_clueweb09-en0002-85-32774,1
20446_clueweb09-en0009-33-36472,3
20778_clueweb09-en0003-99-06512,0
